scheme,event_id,visa_fee_schedule,cf_fee_id,description,billing_cycle,uom,recovery,product,rate_currency,rate,old_invoice_type,old_service_code_id_or_vi_billing_level,old_service_code_description_or_vi_billing_level,comment_or_actions,edit_table,new_fee_guide_type,new_section_name_level_1,new_subsection_name_level_2
VI,3F3529307,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL MC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3Z9929307,Not in Fee Guide,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL MC Discount,Daily,Per Tx (%) ,A,ISS,USD,0,Not in Fee Guide,0,0,,,Not in Fee Guide,Mandatory Service Components,0
VI,3F3529337,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL SC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3Z9929337,Not in Fee Guide,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL SC Discount,Daily,Per Tx (%) ,A,ISS,USD,0,Not in Fee Guide,0,0,,,Not in Fee Guide,Mandatory Service Components,0
VI,3F3529308,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL SWISS MC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3Z9929308,Not in Fee Guide,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL SWISS MC Discount,Daily,Per Tx (%) ,A,ISS,USD,0,Not in Fee Guide,0,0,,,Not in Fee Guide,Mandatory Service Components,0
VI,3F3529338,Non-Regulated Business Unit,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL SWISS SC,Daily,Per Tx (%) ,A,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Mandatory Service Components,International Service Assessment (ISA)
VI,3Z9929338,Not in Fee Guide,ISS CRX-BORD ASSESS,ISSUER SHARE OF ISA-NON EEA INTRA-REGIONAL SWISS SC Discount,Daily,Per Tx (%) ,A,ISS,USD,0,Not in Fee Guide,0,0,,,Not in Fee Guide,Mandatory Service Components,0
VI,3Z9999901,New,ISS 3DS ABNDM BEHAVR,EMV 3DS ABANDONMENT BEHAVIOURAL (AI09658),Monthly,Per Tx (PPT) ,B,ISS,EUR,0.09,Not on the fee guide,0,0,,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3H4095057,Scheme business unit,ISS 3SD1 ATTEMPT,AACS FEE- ATTEMPTED AUTHENTICATION TRANSACTION CHARGE 3-D SECURE 1.0,Monthly,Per Tx (PPT) ,B,ISS,USD,0.075,Scheme business unit,Mandatory Service Components **,Visa Attempt Server(AACS) Fee,,,General Fee Schedule,Mandatory Service Components,Visa Attempts Server (AACS) Fee
VI,3C2112070,Processing Business Unit,ISS ACTIV FILE CHK,ACTIVITY FILE CHECK&ADVICE CREATION - INTRA REGIONAL,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.034,Processing Business Unit,STAND-IN-PROCESSING **,Activity File Checking **,,,General Fee Schedule ,Stand in Processing (STIP) ,Activity File Checking
VI,3C2112180,Processing Business Unit,ISS ACTIV FILE CHK,ACTIVITY FILE CHECK&ADVICE CREATION - DOMESTIC,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.034,Processing Business Unit,STAND-IN-PROCESSING **,Activity File Checking **,,,General Fee Schedule ,Stand in Processing (STIP) ,Activity File Checking
VI,3C2111060,Processing Business Unit,ISS ACTIV FILE CHK,ACTIVITY FILE CHECK&ADVICE CREATION - INTERNATIONAL,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.034,Processing Business Unit,STAND-IN-PROCESSING **,Activity File Checking **,,,General Fee Schedule ,Stand in Processing (STIP) ,Activity File Checking
VI,3C2112800,Processing Business Unit,ISS AUTOFUEL,Issuer AFD Advices Domestic,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.005,Processing Business Unit,Mandatory Service Components **,AUTOMATED FUEL DISPENSERS (AFD) ADVICES,,,General Fee Schedule ,Mandatory Service Components,Automated Fuel Dispensers (AFD) Advices
VI,3C2112810,Processing Business Unit,ISS AUTOFUEL,Issuer AFD Advices Intra,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.005,Processing Business Unit,Mandatory Service Components **,AUTOMATED FUEL DISPENSERS (AFD) ADVICES,,,General Fee Schedule ,Mandatory Service Components,Automated Fuel Dispensers (AFD) Advices
VI,3C2123185,Processing Business Unit,ISS EXCEPT ADD ACC,EXCEPTION FILE ADDITION OF AN ACCOUNT,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Exception File
VI,3D2652506,Processing Business Unit,ISS EXCEPT BIN ERROR,CVV BIN ERROR LISTING,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,VIP and Integrity Fee Reporting
VI,3C2121379,Processing Business Unit,ISS EXCEPT BIN TOTAL,CVV6110 ISSUER BIN TOTALS,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,VIP and Integrity Fee Reporting
VI,3C2123150,Processing Business Unit,ISS EXCEPT Changed ACC,EXCEPTION FILE CHANGE LISTED ACCOUNT,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.069,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Exception File
VI,3C2112045,Processing Business Unit,ISS EXCEPT CHECK,EXCEPTION FILE CHECK ONLY - INTRA REGIONAL,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.008,Processing Business Unit,STAND-IN-PROCESSING **,Exception File Check Only **,,,General Fee Schedule ,Stand in Processing (STIP) ,Exception File Check Only
VI,3C2112155,Processing Business Unit,ISS EXCEPT CHECK,EXCEPTION FILE CHECK ONLY - DOMESTIC,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.008,Processing Business Unit,STAND-IN-PROCESSING **,Exception File Check Only **,,,General Fee Schedule ,Stand in Processing (STIP) ,Exception File Check Only
VI,3C2121377,Processing Business Unit,ISS EXCEPT CVV ERROR,CVV1100 CVV ERROR LISTING,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,VIP and Integrity Fee Reporting
VI,3C2121360,Processing Business Unit,ISS EXCEPT LISTING,BIOSR610 EXCEPTION FILE LISTING,Monthly,Per Tx (PPT) ,B,ISS,EUR,66,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Exception File
VI,3C2121365,Processing Business Unit,ISS EXCEPT LISTING,BIOSRUP EXCEPTION FILE LISTING,Monthly,Per Tx (PPT) ,B,ISS,EUR,66,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,VIP and Integrity Fee Reporting
VI,3C2121355,Processing Business Unit,ISS EXCEPT UPDATE,BIOSR600 EXCEPTION FILE UPDATE,Monthly,Per Tx (PPT) ,B,ISS,EUR,66,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Exception File
VI,3C2121370,Processing Business Unit,ISS EXCEPTION FILE,BIOSRLP EXCPT FILE UPDATE DATA,Monthly,Per Tx (PPT) ,B,ISS,EUR,66,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Exception File
VI,3C2123111,Processing Business Unit,ISS EXCEPTION FILE,FILE RESIDENCY,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.069,Processing Business Unit,Optional Services,Exception File **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Exception File
VI,3D2659100,Processing Business Unit,ISS FILE RESIDC,FILE RESIDENCY,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Authorization **,Exception File **,,,Processing Fee Schedule,Authorization,0
VI,3J4260890,Processing Business Unit,ISS RECONCIL,RECONCILIATION TRANSACTION-DOMESTIC,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Authorization **,0,,,Processing Fee Schedule,Authorization,0
VI,3C2112050,Processing Business Unit,ISS STAND-IN,ADVICE CREATION - INTRA REGIONAL,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.017,Processing Business Unit,STAND-IN-PROCESSING **,Advices **,,,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,Stand-in Processing (STIP) Advices
VI,3C2112160,Processing Business Unit,ISS STAND-IN,ADVICE CREATION - DOMESTIC,Monthly,Per Tx (PPT) ,B,ISS,EUR,0.017,Processing Business Unit,STAND-IN-PROCESSING **,Advices **,,,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,Stand-in Processing (STIP) Advices
VI,3D2653070,Processing Business Unit,ISS SWITCH,PRIVATE LABEL SWITCHING,Monthly,Per Tx (PPT) ,B,ISS,EUR,0,Processing Business Unit,Authorization **,Switching Transactions **,,,Processing Fee Schedule,Authorization,Switching Transactions
VI,3N6214100,"Scheme Business Unit, Non-Regulated Business Unit",ISS GCAS,CH INQUIRY SVC - CLASSIC,Monthly,Per Tx (PPT) ,C,ISS,USD,7.75,"Scheme Business Unit, Non-Regulated Business Unit",Optional Services,Global Customer Assistance service (GCAS) **,,,General Fee Schedule,Issuer Optional Service Elements,Global Customer Assistance Service (GCAS)
VI,3N6210200,"Scheme Business Unit, Non-Regulated Business Unit",ISS GCAS,LOST/STOLEN REPORTS CLASSIC,Monthly,Per Tx (PPT) ,C,ISS,USD,36,"Scheme Business Unit, Non-Regulated Business Unit",Optional Services,Global Customer Assistance service (GCAS) **,,,General Fee Schedule,Issuer Optional Service Elements,Global Customer Assistance Service (GCAS)
VI,3M6141411,Non-Regulated Business Unit,ISS NEGTV RESP US,NEGATIVE RESPONSE FEE - US,Monthly,Per Tx (PPT) ,FINE,ISS,USD,0.506,Non-Regulated Business Unit,Mandatory Service Components **,Negative Response **,,,General Fee Schedule ,Behavioral Fees,Negative Response
VI,3B1102120,"Scheme Business Unit, Non-Regulated Business Unit",CEV CONSM,Consumer Cardholder Expenditure Volume (CEV) Dom&Intra,Quarterly,Per Tx (%) ,TO REVIEW,ISS,EUR,Vary,"Scheme Business Unit, Non-Regulated Business Unit",QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Consumer Cardholder Expenditure Volume (CEV) **,Investigate which progam and passthrough,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Issuer Consumer Cardholder Expenditure Volume (CEV)
VI,3B1102121,"Scheme Business Unit, Non-Regulated Business Unit",CEV CONSM,Consumer Cardholder Expenditure Volume (CEV) Inter,Quarterly,Per Tx (%) ,TO REVIEW,ISS,EUR,Vary,"Scheme Business Unit, Non-Regulated Business Unit",QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,Consumer Cardholder Expenditure Volume (CEV) **,Investigate which progam and passthrough,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Issuer Consumer Cardholder Expenditure Volume (CEV)
VI,3P4506210,Non-Regulated Business Unit,CHIP AUTH,Visa Chip Authenticate Domestic (per auth transaction),Monthly,Per Tx (PPT) ,TO REVIEW,ISS,USD,0.005,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,Visa Chip Authenticate,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,Visa Chip Authenticate
VI,3P4506211,Non-Regulated Business Unit,CHIP AUTH,Visa Chip Authenticate Inter (per auth transaction),Monthly,Per Tx (PPT) ,TO REVIEW,ISS,USD,0.005,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,Visa Chip Authenticate,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,Visa Chip Authenticate
VI,3C2110000,Processing Business Unit,AUTHOR-MessageCOUNT,MESSAGE PROCESSING COUNT,Monthly,Per Tx (PPT) ,A,ISS,USD,0,Processing Business Unit,Authorization **,0,Investigate which progam and passthrough,,Processing Fee Schedule,Authorization,0
VI,3M6164225,Processing Business Unit,ISS AVS,ADDRESS VERIFICATION SERVICE ISSUER,Monthly,Vol Tier (PPT),TO REVIEW,ISS,EUR,2640,Processing Business Unit,Optional Services,Address Verification Service (AVS),Investigate which progam and passthrough,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Address Verification Service (AVS)
VI,3CSF03330,Scheme Business Unit,ISS B2B CARD,VISA CREDIT B2B CARD FEE,Ad Hoc,Fixed,TO REVIEW,ISS,EUR,0,Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,COMMERCIAL CARDS **,Investigate which progam and passthrough,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Issuer Commercial Cards fee
VI,3CSF03440,Scheme Business Unit,ISS BUS PP CARD,VISA PREPAID BUSINESS CARD FEE,Ad Hoc,Fixed,TO REVIEW,ISS,EUR,0,Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,COMMERCIAL CARDS **,Investigate which progam and passthrough,,General Fee Schedule,Quarterly Operating Certificate (QOC) Fee Component,Issuer Commercial Cards fee
VI,3Z9903251,Scheme Business Unit,ISS CARD DESIGN,CARD DESIGN FEES,Ad Hoc,Fixed,TO REVIEW,ISS,EUR,75,Scheme Business Unit,Optional Services,CARD DESIGN ASSESSMENT FEES,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,Card Design Assessment Fees
VI,3Z9903253,Scheme Business Unit,ISS CARD DESIGN VAT,CARD DESIGN FEE VAT,Ad Hoc,Fixed,TO REVIEW,ISS,EUR,0,Scheme Business Unit,Optional Services,CARD DESIGN ASSESSMENT FEES,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,Card Design Assessment Fees
VI,3C2133057,Processing Business Unit,ISS PIN MANGMT,PIN CHANGE TRANSACTION FEE,Monthly,Per Tx (PPT) ,TO REVIEW,ISS,EUR,0.1,Processing Business Unit,Optional Services,PIN Management Service (PMS) **,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,PIN Management Service (PMS)
VI,3C2133059,Processing Business Unit,ISS PIN MANGMT,PIN UNBLOCK TRANSACTION FEE,Monthly,Per Tx (PPT) ,TO REVIEW,ISS,EUR,0.1,Processing Business Unit,Optional Services,PIN Management Service (PMS) **,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,PIN Management Service (PMS)
VI,3C2133030,Processing Business Unit,ISS PIN MANGMT,PIN HANDLING SURCHARGE,Monthly,Per Tx (PPT) ,TO REVIEW,ISS,EUR,0,Processing Business Unit,Optional Services,PIN VERIFICATION SERVICE (PVS) **,Investigate which progam and passthrough,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,PIN Verification Service (PVS)
VI,3C2133080,Processing Business Unit,PMS Paticipant,PMS Monthly Participation Fee,Monthly,Fixed,TO REVIEW,ISS,EUR,250,Processing Business Unit,Optional Services,PIN Management Service (PMS) **,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,PIN Management Service (PMS)
VI,3C2511756,Processing Business Unit,STIP ASSUR,STIP ASSURANCE FEE,Monthly,Fixed,TO REVIEW,ISS,EUR,50,Processing Business Unit,STAND-IN-PROCESSING **,STAND-IN PROCESSING (STIP) ASSURANCE FEES **,Investigate which progam and passthrough,,General Fee Schedule ,Stand in Processing (STIP) ,Stand-in Processing (STIP) Assurance Fees
VI,3M6163370,Scheme Business Unit,VRM MNTHLY,VRM MONTHLY FEE PER USER - Only one user Risk use,Monthly,Per Tx (PPT) ,TO REVIEW,ISS,USD,30,Scheme Business Unit,Optional Services,COMPROMISE ACCOUNT MANAGEMENT SYSTEM (CAMS) USER FEE,Investigate which progam and passthrough,,General Fee Schedule,Issuer Optional Service Elements,Compromised Account Management System Subscription User Fee
VI,3VAS00606,Non-Regulated Business Unit,ACQ Behavioural,Visa Stop Payment Service (VSPS) Charge to recurring merchant from 4th recurring fee,Monthly,Per Tx (PPT) ,Behavr-Integrity,ACQ,EUR,1,Unregulated,OPTIONAL SERVICE ELEMENTS ,Visa Stop Payment Service (VSPS)**,A behavioral fee is charged for the fourth and every subsequent recurring transaction declined by a Visa Stop Payment Service (VSPS). This should be passed on to merchants or put a block via AMS,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Visa Stop Payment Service
VI,3J4209180,Processing Business Unit,,Cash Original Withdrawal - Intra-Regional,Monthly,Per Tx (PPT) ,TO REVIEW,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4293400,Non-Regulated Business Unit,CRS-Border ISS CBSA,VE CROSS BORDER SERVICE ASSESSSMENT FEE,Monthly,,TO REVIEW,ISS,EUR,0,Non-Regulated Business Unit,Mandatory Service Components **,CROSS-BORDER SERVICE ASSESSMENT FEES **,,,General Fee Schedule ,Issuer and Acquirer Optional Service Elements,Cross Border Service Assesment Fee
VI,3Z9999110,Not in Fee Guide,,480 - IMAGES ADDED OR UPLOADED,Ad hoc,Per Tx (PPT) ,Behavr-Integrity,ALL,GBP,,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,0
VI,3F3527722,Non-Regulated Business Unit,VSS-900M,CVV1100 CVV ERROR LISTING,Monthly,Fixed,C,ALL,EUR,12,Non-Regulated Business Unit,Optional Services,VISA Europe Settlement Service (VSS) **,,SCHEME,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Visa Settlement Service (VSS)
VI,3F3527718,Non-Regulated Business Unit,VSS-230,SMS REPORT RECORD GENERATION AND DELIVERY,Monthly,Fixed,C,ALL,EUR,12,Non-Regulated Business Unit,Optional Services,VISA Europe Settlement Service (VSS) **,,SCHEME,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Visa Settlement Service (VSS)
VI,3J4212460,Processing Business Unit,ISS CLR-SETTLE,FUNDS DISBURSEMENT - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ISS,EUR,,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3Y8800610,Scheme Business Unit,IMPLM-PROJ, Acquirer Device Validation Toolkit (ADVT),Ad Hoc,Variable,Implemt-Proj,ALL,EUR,175,Scheme Business Unit,Optional Services,ACQUIRER DEVICE VALIDATION PACK (ADVT),,,Not in Fee Guide,0,0
VI,3Y8800611,Scheme Business Unit,IMPLM-PROJ, Acquirer Device Validation Toolkit (ADVT),Ad Hoc,Variable,Implemt-Proj,ALL,EUR,175,Scheme Business Unit,Optional Services,ACQUIRER DEVICE VALIDATION PACK (ADVT),,,Not in Fee Guide,0,0
VI,3F4000102,Non-Regulated Business Unit,,EDIT PACKAGE 4.0 MAINTENANCE AND SUPPORT FEE (PC),Monthly,Per CIB,,ALL,USD,500,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,EDIT PACKAGE**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,EDIT PACKAGE
VI,3J4268800,Non-Regulated Business Unit,,SMS REPORT RECORD GENERATION AND DELIVERY,Monthly,Per Tx (PPT) ,A,ALL,USD,0.0025,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,SMS RAW DATA AND SMS REPORTS**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,SMS RAW DATA AND SMS REPORTS
VI,3J4268900,Non-Regulated Business Unit,,SMS RAW DATA RECORD GENERATION AND DELIVERY,Monthly,Per Tx (PPT) ,A,ALL,USD,0.0025,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,SMS RAW DATA AND SMS REPORTS**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,SMS RAW DATA AND SMS REPORTS
VI,3J4296056,Unregulated,,EXCESS REATTEMPTED TRANSACTIONS (DOMESTIC/INTRA - REGIONAL),Monthly,Per Tx (PPT) ,A,ALL,USD,0.1,Unregulated,OPTIONAL SERVICE ELEMENTS ,SYSTEM INTEGRITY FEES**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,System Integrity Fees
VI,3J4202220,Processing Business Unit,ISS CLR-SETTLE,FUNDS DISBURSEMENT - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3F3523700,Processing Business Unit,ISS CLR-SETTLE,RETURNED ITEM DEBIT - DOMESTIC,Monthly,Per Tx (PPT) ,A,ISS,EUR,0.015,Processing Business Unit,Clearing And Settlement **,ISSUER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Issuer - Clearing and Settlement
VI,3J4288160,Processing Business Unit,CLEAR-SETTLE,POS CANCELLATION - INTERNATIONAL,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.065,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F3518200,Processing Business Unit,,PURCHASE REPRESENTMENT REVERSAL - DOMESTIC,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.27115,Processing Business Unit,Clearing And Settlement **,Reversals **,,,Processing Fee Schedule,Clearing and Settlement,Reversals
VI,3J4260420,Processing Business Unit,CLEAR-SETTLE,POS CANCELLATION - DOMESTIC,Monthly,Per Tx (PPT) ,A,ACQ,EUR,0.005,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3J4299615,Processing Business Unit,AUTHORZ,ACQUIRER AUTHORISATION INTRA NON VISA POS,Monthly,Per Tx (PPT) ,A,ATM,EUR,0.0068,Processing Business Unit,Authorization **,Authorization - Acquirer Charges,,,Processing Fee Schedule,Issuer and Acquirer Optional Service Elements,Authorization - Acquirer Charges
VI,3Q6561907,Scheme Business Unit,,,Ad hoc,,,,,,Non-Regulated Business Unit,Mandatory Service Components **,High Risk Merchant Fee (TBC),,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,
VI,3M6142306,,,2049956866-4XXXXXXXXXXX3667,Ad Hoc,,,,,,,Mandatory Service Components **,,,,Not in Fee Guide,Issuer and Acquirer Optional Service Elements,
VI,3J4274060,,,POS CANCELLATION - INTRA REGIONAL,Monthly,,A,,,,Processing Business Unit,Clearing And Settlement **,ACQUIRER—CLEARING AND SETTLEMENT **,,,Processing Fee Schedule,Clearing and Settlement,Acquirer - Clearing and Settlement
VI,3F4030510,Non-Regulated and Scheme Business Unit,,DCC BEHAVIORAL FEES INCORRECT BILLING CURRENCY - ATM,Monthly,Per Tx (%) ,A,ISS,EUR,,Non-Regulated and Scheme Business Unit,QUARTERLY OPERATING CERTIFICATE FEE COMPONENT **,CONSUMER CARDHOLDER EXPENDITURE VOLUME (CEV) **,,,General Fee Schedule,Behavioral Fees,Dynamic Currency Conversion Compliance Program
VI,3C2163491,"Scheme Business Unit, Non-Regulated Business Unit",,DISPUTE-ALLOC PRE-ARB SUBMITTED or DISPUTE-COLLAB DECLINED - TIER 3,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,1.65,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Visa Resolve Online Transaction and Case Filing Fees
VI,3C2163492,Non-Regulated Business Unit,ISS AUTHOR,CORRECTION OF SMS ISSUER AUTH DOM & INTRA SEP-18 TO APR-21,Monthly,Vol Tier (PPT),B,,,,Non-Regulated Business Unit,Behavioural Pricing Fees,Behavioural Pricing Fees,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Visa Resolve Online Transaction and Case Filing Fees
VI,3C2163493,Non-Regulated Business Unit,,CORRECTION OF SMS ISSUER AUTH INTER SEP-18 TO APR-21,Monthly,Vol Tier (PPT),B,,,,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,SMS RAW DATA AND SMS REPORTS**,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Visa Resolve Online Transaction and Case Filing Fees
VI,3B1121006,Processing Business Unit,,10067784/CASHFLOWS EUROPE LIMITED,Ad Hoc,,,,,,Processing Business Unit,Authorization **,Switching Transactions **,,,Processing Fee Schedule,Authorization,Switching Transactions
VI,3M6145321,Scheme Business Unit,,VISA EUROPE ANNUAL AGENT REGISTRATION FEE (VE ML 37/07),Annual,,,,,,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,,General Fee Schedule,Issuer and Acquirer Optional Service Elements,Agent Registration
VI,3F4030506,"Scheme Business Unit, Non-Regulated Business Unit",,DISPUTE-ALLOC PRE-ARB SUBMITTED or DISPUTE-COLLAB DECLINED - TIER 3,Monthly,Per Tx (PPT) ,Non-Sale,ACQ,EUR,1.65,"General Fee Schedule Business Unit, Non-Regulated Business Unit",Mandatory Service Components **,VISA Resolve Online (VROL) **,,NON_SALE_FEES,General Fee Schedule,Behavioral Fees,Dynamic Currency Conversion Compliance Program
VI,3D2650521,Non-Regulated Business Unit,,NON EEA INTRA REGIONAL ATM - CASH BASE MICROSTATES,Monthly,Fixed,,ALL,EUR,,Non-Regulated Business Unit,Optional Services,VISA Europe Settlement Service (VSS) **,`,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3D2650522,Non-Regulated Business Unit,,NON EEA INTRA REGIONAL ATM - CASH ENHANCED MICROSTATES,Monthly,Per CIB,,ALL,,,Non-Regulated Business Unit,OPTIONAL SERVICE ELEMENTS ,EDIT PACKAGE**,,,General Fee Schedule ,Mandatory Service Components,International ATM
VI,3F3519909,Processing Business Unit,,CASH ORIGINAL -  INTERNATIONAL WITH ACCESS FEE NON EEA MICROSTATES,,,,,,,Processing Business Unit,Authorization **,Switching Transactions **,,,General Fee Schedule,Clearing and Settlement,Acquirer—Clearing and Settlement
VI,3F3519910,Processing Business Unit,,CASH ORIGINAL WITHOUT ACCESS FEE NON EEA MICROSTATES,Ad hoc,,,,,,Processing Business Unit,Authorization **,Switching Transactions **,,,General Fee Schedule,Clearing and Settlement,Acquirer—Clearing and Settlement
VI,3J4299582,Processing Business Unit,,ACQUIRER AUTHORISATION NON EEA INTRA VISA CASH MICROSTATES,Monthly,,,,,,Processing Business Unit,Authorization **,Switching Transactions **,,,General Fee Schedule,Authorization,Authorization - Acquirer Charges
