scheme,line_id_event_id,service_code,service_code_description,cf_fee_id_,description,billing_cycle,uom,recovery,product,rate_currency,rate,invoice_type,comment_or_actions,edit_table,2022_recovery
MC,2F98000,F9,Funding,,Strategy Program Next 150 Customers,Annual,A,PrincipalOther,ALL,EUR,9000,MCEINS,Annual - November fee - Advance Nov-Oct,,Scheme B
MC,2PI2012,P4,Acquirer Transaction Processing Excellence,, Transaction Processing Excellence-PSD2 Keyed Card-Present Transaction ,Weekly, Q ,Behavr-Integrity,,EUR,0.1,MCEINS,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,Behavr-Integrity
MC,2AB1000A,AB,International Authorization Fees,INT AUTH X-Code,EZ INT AUTH - X-Code Transaction Fee,Ad Hoc,Q,TO REVIEW,,,,,,,Scheme A~
MC,TRP2464E,RP,,,MasterCom Chargeback Transactions  GB405010-AA - eService,,Q,TO REVIEW,,,,,2022 review: N/A,,Scheme A
MC,TRP2462E,RP,,,MasterCom Retrieval Request Issuer Detail  GB403010-AA - eService,,Q,TO REVIEW,,,,,2022 review: N/A,,Scheme A
MC,2MS40021,MW,,,Collaboration Resolution/Response Fee (Tier 1) ,Monthly,,TO REVIEW,,,,,"Includes any MCC not included in 2MS40022
Mastercard assesses these fees through the Mastercard Consolidated Billing System (MCBS). Billing occurs on the last day of the month for that month's activity. ",,Not in use
MC,2MS40022 ,MW,,,Collaboration Resolution/Response Fee (Tier 2),Monthly,,TO REVIEW,,,,,"Includes MCC 4816, 5122, 5912, 5962, 5964, 5966, 5967, 5968, 5969, 5993, 7273, 7995",,Not in use
MC,2MS4003,MW,,,Mastercom Collaboration Acquirer Notification Fee,Monthly,,TO REVIEW,,,,,,,Not in use
MC,2MS4000,MW,,,Collaboration Funds Movement Fee,Monthly,,TO REVIEW,,,,,,,Not in use
MC,2MS4001,MW,,,Collaboration Non-Compliance Fee,Monthly,,TO REVIEW,,,,,,,Not in use
MC,2YI2805,,,,EMV 3DS-Acquiring Authentication Fee-Non-recurring ,Monthly,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2YI2807,,,,EMV 3DS-Acquiring Authenitcation Fee-Non-recurring Cap,Monthly,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,SYA2835,,,,EMV 3DS-Acquiring Authenitcation Fee-Recurring ,Monthly,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2YA2837,,,,EMV 3DS-Acquiring Authenitcation Fee-Recurring Cap,Monthly,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2EA1723 ,,,,CVC 2- Acquiring Fee ,Monthly,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2GC5534,GH,Global Clearing Acquirer,,Acquirer POS Card Not Present MCC Transaction Fee,Weekly,Q,TO REVIEW,,,,,,,Not in use
MC,2EA3803,,,,Acquirer Dynamic Linking Validation Service Fee,weekly ,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2EA3803Q,,,,Acquirer Dynamic Linking Validation Maximum Fee,weekly ,,TO REVIEW,,,,,,,Not in use
MC,2YA2805,,,,EMV 3DS-Acquiring Authentication Fee - Non-recurring ,monthly,,TO REVIEW,,,,,,,Not in use
MC,2YA2807,,,,EMV 3DS-Acquiring Authentication Fee - Non-recurring Cap ,monthly ,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2YA2841,,,,EMV 3DS-Acquiring Card Add Fee,monthly ,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2YA2835,,,,EMV 3DS-Acquiring Authentication Fee-Non-recurring ,monthly ,Per Tx (PPT) ,TO REVIEW,,,,,,,
MC,2RP000V,RP,,,Adjustment for Service Code RP,Adjustment,Q,TO REVIEW,,,,,,,Adj
MC,2EA1800,,,,Expired Card Blocking Set - Up Fee,,Q,TO REVIEW,,,,,,,Scheme B~
MC,2EA1723,,,,CVC 2 - Acquirer Fee,Monthly,Q,TO REVIEW,,,,,,,Scheme A~
MC,2QI0000,,,,Adjustment for Service Code QI,,Q,TO REVIEW,,,,,,,Scheme A~
MC,2EA1805,EA,Authorization Maestro / Cirrus POS,,Expired Card Blocking Residency Fee,,Q,TO REVIEW,,,,,,,Not in use
MC,TYA2805,YA,Identity Check Acquiring,,EMV 3DS - Acquiring Authentication Fee - Nonrecurring - Dom,Monthly,A,GCMS,YA,Identity Check Acquiring,,,,,Not in use
MC,2P7BP10,,Acquirer Performance Development - Not tokenized COF,,Failure to tokenize credentials on files (COF),,,TO REVIEW,,,,,,,Not in use
MC,2P7BP10C,,Acquirer Performance Development - Not tokenized COF,,Failure to tokenize credentials on files (COF) Transaction Cap ,,,TO REVIEW,,,,,,,Not in use
MC,2P7BP09,,,,E-Commerce Excessive Fraud ,,,TO REVIEW,,,,,,,Not in use
MC,2P7BP08A,,Acquirer Performance Development – No Authentication Approved,,No Authentication - Approved,,,TO REVIEW,,,,,,,Not in use
MC,2P7BP08D,,Acquirer Performance Development – No Authentication Declined,,No Authentication -Declines,,,TO REVIEW,,,,,,,Not in use
MC,2P7BP08AC,,Acquirer Performance Development – No Authentication Approved,,No Authentication - Approved Transaction Cap,,,TO REVIEW,,,,,,,Not in use
MC,2P7BP08DC,,Acquirer Performance Development – No Authentication Declined,,No Authentication - Declined Transaction Cap,,,TO REVIEW,,,,,,,Not in use
MC,TAPOSMDF,AE,Acquirer Assessment,TO REVIEW,"Domestic, intra-European and interregional purchase volumes",Quarterly,A,TO REVIEW,,,,,,,Not in use
MC,2GN3000,GN,Merchant Advice Code 01,,,,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2GN3001,GN,Merchant Advice Code 03,,,,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2EA3200,GN,Merchant Advice Code 01,,,,Per Tx (PPT) ,TO REVIEW,,,,,,,Not in use
MC,2TR1046,,,,Transaction Investigator Tool ,Monthly,,TO REVIEW,,USD,,,,,
MC,2M41046,,,,Transaction Investigator Tool ,Monthly,,TO REVIEW,,USD,,,,,
MC,2HN8341,HN,EMV Acquirer Enablement Fee,EMV fee - CHP,EMV Acquirer Enablement Fee,Weekly ,Per Tx (%) ,Terminal without EMV,ACQ,EUR,0.00026,Scheme,To review - We're currently not passing on but need to review if increase as merchants not compliant.  Email Compliance team (Paul Smith and Emanuel),,
MC,2DC0400,,Excessive Fraud Merchant Violation Assessment,,,,,TO REVIEW,,,,,,,
MC,2BK0011,BK,Software,,Mastercard Authorization Simulator Professional License,Ad Hoc,Q,TO REVIEW,,,,,,,
MC,2BK0020,HN,Acquirer Authorization,,Mastercard Clearing Presentment Simulator MCPS License Fee,Ad Hoc,Q,TO REVIEW,,,,,,,
MC,2EA3201Q,HN,Acquirer Authorization,,Dual Message Merchant Advice Code 01,Ad Hoc,Q,TO REVIEW,,,,,,,
MC,2LY80051,LY,Clearing Other - Acquirer,,Clearing Intra-European Maestro/Cirrus Acquirer ATM - First Chargeback,Weekly,A,TO REVIEW,ACQ, EUR ,,,Chargeback related,NON_SALE_FEES,
MC,2AE9012,AE,Acquirer Assessment,,Maestro/Cirrus Volume Fee Adjustment - Central Acq - Inter Cash,Adjustment,Q,TO REVIEW,,EUR,-0.000067,MCECRS,,,
MC,2GH000S,GH,Global Clearing Acquirer,,Adjustment for Service Code GH,Adjustment,Q,TO REVIEW,,EUR,-0.16,MCECRS,,,
MC,2FU000P,FU,File Transmission - Customer,,Adjustment for Service Code FU,Adjustment,Q,TO REVIEW,,EUR,-0.02,MCECRP,,,
MC,2EE000P,EE,Clearing Acquirer MasterCard ATM,,Adjustment for Service Code EE,Adjustment,Q,TO REVIEW,,EUR,-0.03,MCECRP,,,
MC,2EK000P,EK,Clearing Acquirer Maestro/Cirrus ATM,,Adjustment for Service Code EK,Adjustment,Q,TO REVIEW,,EUR,-0.01,MCECRP,,,
MC,2FS000P,FS,File Transmission - Acquirer,,Adjustment for Service Code FS,Adjustment,Q,TO REVIEW,,EUR,-0.01,MCECRP,,,
MC,2DC000V,DC,Non-Compliance Fees,,Adjustment for Service Code DC,Adjustment,Q,TO REVIEW,,EUR,2500,MCEINV,,,
MC,2MS6341,MW,MasterCom,,Debit Chargeback Support Documentation Transaction Fee,Non Sales,Q,TO REVIEW,,EUR,0.45,MCEINV,,,
MC,TMS6331,MW,,,Debit Chargeback Support Documentation Transaction Value Tier,Non Sales,A,TO REVIEW,,,0.0095,MCEINV,,,
MC,2FB0000,FB,Service Provider,Service Pro Reg,Billing Adjustment for Service Code FB,Adjustment,Q,TO REVIEW,ALL,EUR,15000,MCEINS,,,
MC,2PI2013,P4,,,Transaction Processing Excellence-Chip Transaction Without CVM,Weekly,Q,TO REVIEW,,,0.3,MCEINS,,,
MC,2IL1000A,IL,,,Installment Program Fee Purchase - INSA,Weekly,Per Tx (PPT) ,TO REVIEW,,EUR,0.0127,,,,
MC,2IL1000B,IL,,,Installment Program Fee Purchase - INSB,Weekly,Per Tx (PPT) ,TO REVIEW,,EUR,0.0127,,,,
MC,2IL1000C,IL,,,Installment Program Fee Purchase - INSC,Weekly,Per Tx (PPT) ,TO REVIEW,,EUR,0.0127,,,,
MC,TYI2805,YI,,,EMV 3DS - Issuing Authentication Fee - Nonrecurring - Inter,monthly,A,TO REVIEW,,EUR,,MCEINS,,,
MC,2FB1001,FB,Service Provider,Service Pro Reg,Service Provider Discovery Fee,Annual,Fixed,Behavioural,ALL,,10500,Scheme,Registration Fee: Investigate which progam and why the partner wasn't registered,,Scheme C?
MC,TPK8000,PK,Portfolio Analytics,, Mastercard Market Trends ,, Q ,,,EUR,352,MCEINV,,,
MC,2MW000V,MW,MasterCom,, Adjustment Event for MW Service Code ,, Q ,,,EUR,0.45,MCECRD,,,
MC,TRP4071S,RP,Reports,, Cyber Quant Insights ,, Q ,,,EUR,1608,MCEINV,,,
MC,2LN0000,LN,Adjustments to LN,Location Services, Adjustment to Location Services ,Ad hoc, Q ,TO REVIEW,,EUR,,MCEINV,,,
MC,2LY60051,LY,Clearing Other - Acquirer,,Clearing Intra-European MasterCard Acquirer ATM - First Chargeback,Weekly,A,Non-sale,ACQ, EUR ,0.001,,Chargeback related,NON_SALE_FEES,
MC,TCF6500,CF,Connectivity Fees,,Mastercard Connectivity Fee,Weekly, Q ,Scheme B,,EUR,0.0000024,MCEINP,,,
MC,TGC1240ER,GH,Global Clearing Acquirer,,Early Reconciliation Service Fee Tier 1,,Q,Behavioura Fees,,EUR,,MCEINP,,,
MC,2EA3203Q,HN,Acquirer Authorization,,Dual Message Merchant Advice Code 03,,Q,,,EUR,0.004,MCEINP,,,
MC,TPK2002,PK,Portfolio Analytics,,AIC Expert,,Q,,,EUR,200,MCEINV,,,
MC,TPK6000,PK,Portfolio Analytics,,Start Path Base Membership,,Q,,,EUR,,MCEINV,,,
MC,TPK8001,PK,Portfolio Analytics,,Mastercard Market Trends,,Q,,,EUR,352,MCEINV,,,
MC,2VC8015,YD,COMPLIANCE TESTING,TO REVIEW,Compliance Testing Program Fee,Ad Hoc,Fixed,Behavioural Fee,ACQ,EUR,6000,,CashFlows Europe Limited 3DS SERVER Compliance Fee,,Scheme B
MC,TRP2651E,RP,Reports,,IPM Messages Created On Behalf of a Member  IP142110-AA - eService,weekly,Q,Behavioural Fee,,EUR,0.095238095,MCEINP,,,
MC,2P7BP10A,P7,Acquirer Performance Development Assessment,,Failure to tokenize credentials on files - Approved,weekly,A,Behavioural Fee,,EUR,0.0005,MCEINS,,,
MC,2P7BP10D,P7,Acquirer Performance Development Assessment,,Failure to tokenize credentials on files - Declined,weekly,A,Behavioural Fee,,EUR,0.0005,MCEINS,,,
MC,2RP0000,RP,Reports,,Adjustment for Service Code RP,Ad Hoc,Q,Behavioural Fee,,EUR,1608,MCECRD,,,
MC,2CF0000,CF,Adjustment for Service Code CF,,Adjustment for Service Code CF,Ad Hoc,,Scheme A,,EUR,,MCECRD,,,
MC,2MS2470,MS,Case File Hosted  Fee,,Case File Hosted  Fee,Weekly,,Scheme B,,EUR,,MCEINV,,,
MC,TACQDOMPAF,AE,Acquirer Assessment,,Acquirer Mastercard  Maestro/Cirrus PAF Dom POS  ATM,Quarterly,,Scheme A,,EUR,,MCEINS,,,Scheme A
MC,TACQINTLPAF,AE,Acquirer Assessment,,Acq Mastercard/Maestro/Cirrus PAF Intra/Inter POS  ATM,Quarterly,,Scheme A,,EUR,,MCEINS,,,Scheme A
MC,TAEINTRAPOS,AE,Acquirer Assessment,,Acq Reported Transaction Fee MC DMC  Maestro POS - Dom  Intra,Quarterly,,Scheme A,,EUR,,MCEINS,,,Scheme A
MC,2FB000S,FB,Service Provider,,Billing Adjustment for Service Code FB,Monthly,,Scheme B,,EUR,,MCEINV,,,
MC,TRP1011ES,RP,Reports,,Acquirer Interchange Detail Report,Monthly,,Scheme B,,EUR,,MCEINV,,,
MC,2LY60071,LY,Clearing Other - Acquirer,,Clearing Domestic MasterCard Acquirer ATM - Second Presentment,Monthly,,Scheme B,,EUR,,MCEINV,,,
MC,2LY80071,LY,Clearing Other - Acquirer,,Clearing Domestic MasterCard Acquirer ATM - Second Presentment,Monthly,,Scheme B,,EUR,,MCEINV,,,
MC,2CF000P,CF,Connectivity Fees,,Adjustment for Service Code CF,Ad Hoc,,Scheme A,,EUR,,MCEINP,,,
MC,2RP1012ES,RP,Reports,,Acquirer Clearing Detail Report online,Monthly,,Scheme B,,EUR,,MCEINS,,,
MC,2LI501INF,LI,Funds - Acquirer,,Innovation Fund - MasterCard ATM Domestic - ESP,Ad Hoc,,Ad Hoc,,EUR,,MCEINP,,,
