scheme,billing_line,description,recovery_2020,recovery_2021,recovery_2023,last_seen,is_acquiring
MC,TEL0P2457P,Clearing Iss POS Dom and Intra Micro Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0P2457Q,Clearing Iss POS Dom and Intra Mid Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0P2457R,Clearing Iss POS Dom and Intra Macro Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TEL0P2457S,Clearing Iss POS Dom and Intra Max Tier CZE,Not Included,Not included,Not Included,2020-01-26,N
MC,TELCMD145CQ,Clearing Acq Debit Mastercard/Maestro/Cirrus Dom and Intra Mid CHE,Not Included,Not included,Not Included,2020-08-23,N
MC,TELCMD145CR,Clearing Acq Debit Mastercard/Maestro/Cirrus Intra Macro Tier GRC,Not Included,Not included,Not Included,2020-10-04,N
MC,TELCMD145CS,Clearing Acq Debit Mastercard/Maestro/Cirrus Intra Max Tier CHE,Not Included,Not included,Not Included,2019-11-17,Y
MC,TELCMD245H,Clearing Iss Debit Mastercard/Maestro/Cirrus Inter Tier MLT,Not Included,Not included,Not Included,2020-09-20,N
MC,TELCMD245P,Clearing Iss Debit Mastercard/Maestro/Cirrus Intra Micro Tier MLT,Not Included,Not included,Not Included,2020-10-18,N
MC,TELCMD245Q,Clearing Iss Debit Mastercard/Maestro/Cirrus Intra Mid Tier MLT,Not Included,Not included,Not Included,2020-06-28,N
MC,TELCMD245R,Clearing Iss Debit Mastercard/Maestro/Cirrus Intra Macro Tier MLT,Not Included,Not included,Not Included,2020-08-23,N
MC,TELCMD245S,Clearing Iss Debit Mastercard/Maestro/Cirrus Intra Max Tier MLT,Not Included,Not included,Not Included,2020-06-28,N
MC,TELMCC145CP,Clearing Acq Mastercard Credit Dom and Intra Micro Tier CHE,Not Included,Not included,Not Included,2019-09-08,Y
MC,TELMCC145CQ,Clearing Acq Mastercard Credit Dom and Intra Mid Tier CHE,Not Included,Not included,Not Included,2021-02-28,N
MC,TELMCC145CR,Clearing Acq Mastercard Credit Dom and Intra Macro Tier CHE,Not Included,Not included,Not Included,2019-09-29,N
MC,TELMCC145CS,Clearing Acq Mastercard Credit Dom and Intra Max Tier CHE,Not Included,Not included,Not Included,2019-09-22,N
MC,TELMCC245CP,Clearing Iss Mastercard Credit Dom and Intra Micro Tier DEU,Not Included,Not included,Not Included,2020-05-10,N
MC,TELMCC245CQ,Clearing Iss Mastercard Credit Dom and Intra Mid Tier DEU,Not Included,Not included,Not Included,2020-04-26,N
MC,TELMCC245CR,Clearing Iss Mastercard Credit Dom and Intra Macro Tier DEU,Not Included,Not included,Not Included,2020-04-26,N
MC,TELMCC245CS,Clearing Iss Mastercard Credit Dom and Intra Max Tier DEU,Not Included,Not included,Not Included,2020-04-26,N
MC,TELMCD125,Clearing Acq Mastercard Inter Tier ITA,Not Included,Not included,Not Included,2020-04-26,Y
MC,TELMCD145CQ,Clearing Acq Mastercard Dom and Intra Mid Tier ITA,Not Included,Not included,Not Included,2020-06-21,Y
MC,TELMCD145CR,Clearing Acq Mastercard Dom and Intra Macro Tier ITA,Not Included,Not included,Not Included,2020-04-26,Y
MC,TELMCD145CS,Clearing Acq Mastercard Dom and Intra Max Tier ITA,Not Included,Not included,Not Included,2020-04-26,Y
MC,TELMSI145CR,Clearing Acq Maestro/Cirrus Dom and Intra Macro Tier ITA,Not Included,Not included,Not Included,2019-06-23,N
MC,TELMSI145CS,Clearing Acq Maestro/Cirrus Dom and Intra Max Tier ITA,Not Included,Not included,Not Included,2021-03-21,Y
MC,TF11000,MasterCard Safety Net Service Fee,Not Included,Not included,Not Included,2020-01-31,N
MC,TF11693,Prepaid Monitoring Fee,Not Included,Not included,Not Included,2020-01-31,N
MC,TF15001P,Decision Intelligence Fee--Card Not Present,Not Included,Not included,Not Included,2020-04-30,N
MC,TF15001Q,Decision Intelligence Fee--Card Not Present,Not Included,Not included,Not Included,2020-06-30,N
MC,TF15002P,Decision Intelligence Fee--Card Present,Not Included,Not included,Not Included,2020-04-30,N
MC,TF15002Q,Decision Intelligence Fee--Card Present,Not Included,Not included,Not Included,2020-07-31,N
MC,TFM1665,Transaction Blocking Residency,Not Included,Not included,Not Included,2020-01-26,N
MC,TGC1240ER,Early Reconciliation Service Fee Tier 1,Not Included,Not included,Not Included,2023-01-29,N
MC,TGC1501TFQ,Acquirer Transaction Fee - Mid Dom  Intra,Not Included,Not included,Not Included,2021-02-21,N
MC,TIA3940MMVF,MasterCard Issuing Purchase and Cash Minimum Volume Tier,Not Included,Not included,Not Included,2020-01-26,N
MC,TIA5343MCA,Mastercard Alerts,Not Included,Not included,Not Included,2020-01-26,N
MC,TIAINTERATM,Iss Reported Transaction Fee MC ATM - Inter,Not Included,Not included,Not Included,2020-01-26,N
MC,TIAINTERPOS,Iss Reported Transaction Fee MC  Maestro POS - Inter,Not Included,Not included,Not Included,2020-01-26,N
MC,TIAINTRAATM,Iss Reported Transaction Fee MC  Maestro ATM - Dom  Intra,Not Included,Not included,Not Included,2020-01-26,N
MC,TIAINTRAPOS,Iss Reported Tran Fee MC  Maestro POS - Dom  Intra,Not Included,Not included,Not Included,2020-01-26,N
MC,TIDMMCMSC,Issuing Debit MC MC prepaid and MC debit Volume Fee,Not Included,Not included,Not Included,2020-01-26,N
MC,TKQ6600,Automatic Billing Updater Issuer Record Fee,Not Included,Not included,Not Included,2019-09-08,N
MC,TKQ6602,Automatic Billing Updater Acquirer - Merchant Matches,Not Included,Not included,Not Included,2019-10-06,Y
MC,TMS1999,Hosted Participation Tier Fee,Not Included,Not included,Not Included,2023-01-31,N
MC,TPB1000,Online Manuals  Publications,Not Included,Not included,Not Included,2019-09-29,N
MC,TPK2002,AIC Expert,Not Included,Not included,C,2023-01-29,N
MC,TPK5001,Portfolio Analytics Issuer Pack Reports,Not Included,Not included,Not Included,2020-01-26,Y
MC,TPK5001S,Portfolio Analytics Acquirer Pack Reports,Not Included,Not included,Not Included,2020-04-19,Y
MC,TPK6000,Start Path Base Membership,Not Included,Not included,C,2023-01-29,N
MC,TPK8001,Mastercard Market Trends,Not Included,Not included,Not Included,2023-01-29,N
MC,TQL39OEEA,Yearly License Fee - ISS,Not Included,Not included,Not Included,2020-11-29,N
MC,TQL49OEEA,Yearly License Fee - ACQ,Not Included,Not included,Not Included,2020-11-29,Y
MC,TRP1767B,Authorization Parameter Summary  SI737010-AA - Bulk,Not Included,Not included,Not Included,2020-01-26,N
MC,TRP2216E,Clearing Cycle Acknowledgement  IP727010-AA - eService,Not Included,Not included,Not Included,2020-05-31,N
MC,TRP2217E,Clearing Cycle Notification  IP727020-AA - eService,Not Included,Not included,Not Included,2020-05-31,N
MC,TRP2218E,Clearing Cycle Summary  IP728010-AA - eService,Not Included,Not included,Not Included,2020-05-31,N
MC,TRP2223B,GCMS Trans/CBLife Cycle Vol Analysis - Iss IP776010-BB - Bulk,Not Included,Not included,Not Included,2020-01-05,N
MC,TRP2309B,Authorization Summary  AB505010-AA - Bulk,Not Included,Not included,Not Included,2020-01-26,N
MC,TRP2653B,Global Clearing Management System Report IP142110-AA XML Data File,Not Included,Not included,Not Included,2020-01-26,N
MC,TTR1041,Transaction Investigator,Not Included,Not included,Not Included,2020-03-08,N
MC,TTR1046,Transaction Investigator - Acquirer,Not Included,Not included,Not Included,2020-03-08,Y
MC,2VC8015,Compliance Testing Program Fee,Not Included,Not included,C,2023-02-19,Y
MC,TAEINTERPOS,Acq Reported Transaction Fee MC DMC and Maestro POS - Inter,Not Included,Not Included,A,2023-01-29,Y
MC,2AE4940L2NL,Netherlands Marketing Fund MasterCard ACQ Inter Purchase,Not Included,Not Included,A,2023-01-29,Y
MC,2AE4940L1NL,Netherlands Marketing Fund MasterCard ACQ Intra Purchase,Not Included,Not Included,A,2023-01-29,Y
MC,2AE4940L3NL,Netherlands Marketing Fund MasterCard ACQ Dom Purchase,Not Included,Not Included,A,2023-01-29,Y
MC,2KF1100,ECOM Tier 3 Basic - Level 3 Basic,Not Included,Not Included,B,2023-01-15,Y
MC,2IE6185,Funds Transfer Reissue Fee,Not Included,Not Included,B,2022-03-06,Y
MC,TAEINTRAMCC,Acq Mastercard CR Tran Fee - Dom Plus Intra,Not Included,Not Included,A,2023-01-29,Y
MC,2AE9000,Central Acquirer Acceptance Development Fee,Not Included,Not Included,A,2023-01-29,Y
MC,TAEINTRADMM,Acquirer Debit Mastercard  Maestro Cirrus Transaction Fee Dom  Intra,Not Included,Not Included,A,2023-01-29,Y
MC,2MK5045,Market Development Fee -DE Acquirer,Not Included,Not Included,B,2023-01-29,Y
MC,TELMCD145CS,Clearing Acq Mastercard Dom and Intra Max Tier ITA,Not Included,Not Included,A,2022-10-23,Y
MC,TELMCD145CR,Clearing Acq Mastercard Dom and Intra Macro Tier ITA,Not Included,Not Included,A,2022-10-30,Y
MC,2EL80031,Clearing Intra-European Maestro/Cirrus Acquirer - Credit/Refund,Not Included,Not Included,A,2022-10-23,Y
MC,TELMCD125,Clearing Acq Mastercard Inter Tier ITA,Not Included,Not Included,A,2022-09-11,Y
MC,2LY81051,Clearing Intra-European Maestro/Cirrus Acquirer POS - First Chargeback,Not Included,Not Included,A,2022-03-20,Y
MC,2AE9007,Maestro Volume Fee Adjustment - Central Acq - Dom Purchase,Not Included,Not Included,A,2022-05-29,Y
MC,TELMCD145CQ,Clearing Acq Mastercard Dom and Intra Mid Tier ITA,Not Included,Not Included,A,2022-10-09,Y
MC,2L12100S,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Intra,Not Included,Not Included,B,2022-10-30,Y
MC,2L12000S,CA- Local Marketing Funds  Development Fees- Maestro/Cirrus Domestic,Not Included,Not Included,B,2022-04-24,Y
MC,2L32000S,CA- Local Marketing Funds  Development Fees- MasterCard Domestic,Not Included,Not Included,B,2023-01-29,Y
MC,2L32200S,CA- Local Marketing Funds  Development Fees- MasterCard Intra,Not Included,Not Included,B,2023-01-29,Y
Visa,3CSF05950,QUARTERLY CARD SERVICE FEE - MINIMUM FEE,Not Included,Not Included,B,2023-01-22,Y
Visa,3CSF02775,INNOVATION AND MARKET DEVELOPMENT VOLUME FEE - BULGARIA,Not Included,Not Included,B,2022-07-22,Y
Visa,3CSF02833,ACQUIRER INNOVATION AND MARKET DEVELOPMENT FEE - ITALY,Not Included,Not Included,B,2023-01-22,Y
Visa,3CSF02807,ACQUIRER INNOVATION AND MARKET DEVELOPMENT VOLUME FEE - GERMANY,Not Included,Not Included,B,2023-01-22,Y
Visa,3CSF02790,INNOVATION AND MARKET DEVELOPMENT VOLUME FEE - DENMARK,Not Included,Not Included,B,2022-10-22,Y
Visa,3F3516716,NON EEA PURCHASE REPRESENTMENT - INTRA REGIONAL,Not Included,Not Included,A,2022-12-31,Y
Visa,3J4296058,DATA QUALITY (DOMESTIC/INTRA - REGIONAL),Not Included,Not Included,C,2022-06-30,Y
Visa,3J4296059,DATA QUALITY (INTERNATIONAL),Not Included,Not Included,C,2022-06-30,Y
Visa,3CSF02825,INNOVATION AND MARKET DEVELOPMENT VOLUME FEE - SWEDEN,Not Included,Not Included,B,2022-10-22,Y
Visa,3F3517700,CREDIT CHARGEBACK - DOMESTIC,Not Included,Not Included,D,2022-11-30,Y
Visa,3CSF02820,INNOVATION AND MARKET DEVELOPMENT VOLUME FEE - NORWAY,Not Included,Not Included,B,2023-01-22,Y
MC,TPK8001,Mastercard Market Trends,Not Included,Not Included,C,2023-02-26,
MC,2MS2400,Filing Fee,Not Included,Not Included,C,2023-01-31,
MC,TGC1240ER,Early Reconciliation Service Fee Tier 1,Not Included,Not Included,C,2023-02-26,
MC,TMS1999,Hosted Participation Tier Fee,Not Included,Not Included,C,2023-01-31,
MC,2MS1997,MasterCom Hosted,Not Included,Not Included,D,2023-01-31,
MC,TEAT599CR,Auth Domestic and Intra POS/ATM Macro Tier,Not Included,Not Included,A,2023-02-19,
MC,2VC8015,Compliance Testing Program Fee,Not Included,Not Included,Behavioural Fee,2023-04-30,Y
MC,TRP2651E,IPM Messages Created On Behalf of a Member  IP142110-AA - eService,Not Included,Not Included,Behavioural Fee,2023-04-30,Y
MC,2P7BP10A,Failure to tokenize credentials on files - Approved,Not Included,Not Included,Behavioural Fee,2023-04-30,Y
MC,2P7BP10D,Failure to tokenize credentials on files - Declined,Not Included,Not Included,Behavioural Fee,2023-04-30,Y
MC,2RP0000,Adjustment for Service Code RP,Not Included,Not Included,Behavioural Fee,2023-04-30,Y
VI,3CSF02940,ACQUIRER INNOVATION AND MARKET DEVELOPMENT VOLUME FEE  - SPAIN,Not Included,Not Included,B,2023-04-30,Y
VI,3VAS70000,CVV2 - ACQUIRER FEE,TO REVIEW,TO REVIEW,A,2023-05-01,Y
